,time,open,high,low,close,tick_volume,spread,real_volume
0,2024-02-19 07:30:00,1.26184,1.2619799999999999,1.26182,1.26187,105,11,0
1,2024-02-19 07:35:00,1.26187,1.26194,1.26177,1.2619,127,11,0
2,2024-02-19 07:40:00,1.26189,1.26193,1.26182,1.26183,153,11,0
3,2024-02-19 07:45:00,1.26183,1.26205,1.26182,1.2619500000000001,158,11,0
4,2024-02-19 07:50:00,1.26196,1.2619799999999999,1.26184,1.2619,107,11,0
5,2024-02-19 07:55:00,1.2619,1.26196,1.26181,1.26185,167,11,0
6,2024-02-19 08:00:00,1.26185,1.26185,1.26162,1.26176,139,12,0
7,2024-02-19 08:05:00,1.26176,1.26177,1.2615,1.26158,69,11,0
8,2024-02-19 08:10:00,1.26157,1.2617099999999999,1.26155,1.2616800000000001,81,11,0
9,2024-02-19 08:15:00,1.2616800000000001,1.26176,1.26151,1.26166,95,11,0
10,2024-02-19 08:20:00,1.26166,1.26169,1.26141,1.26154,94,11,0
11,2024-02-19 08:25:00,1.26154,1.26181,1.26142,1.2618,88,11,0
12,2024-02-19 08:30:00,1.26182,1.26192,1.26176,1.2618800000000001,147,11,0
13,2024-02-19 08:35:00,1.2618800000000001,1.26206,1.26186,1.26204,105,11,0
14,2024-02-19 08:40:00,1.26204,1.26221,1.26201,1.26206,97,11,0
15,2024-02-19 08:45:00,1.26202,1.26217,1.26196,1.26214,80,11,0
16,2024-02-19 08:50:00,1.26214,1.2622499999999999,1.26201,1.2622499999999999,122,11,0
17,2024-02-19 08:55:00,1.2622499999999999,1.26239,1.2622499999999999,1.26236,110,11,0
18,2024-02-19 09:00:00,1.26239,1.26248,1.26209,1.26214,288,11,0
19,2024-02-19 09:05:00,1.26213,1.26248,1.26213,1.26234,126,11,0
20,2024-02-19 09:10:00,1.26237,1.26253,1.2623199999999999,1.26238,159,11,0
21,2024-02-19 09:15:00,1.26237,1.26247,1.26219,1.26247,170,11,0
22,2024-02-19 09:20:00,1.26245,1.26255,1.26231,1.26244,203,11,0
23,2024-02-19 09:25:00,1.26244,1.26257,1.26235,1.26254,121,11,0
24,2024-02-19 09:30:00,1.26258,1.26288,1.2625,1.26285,135,11,0
25,2024-02-19 09:35:00,1.26285,1.2629000000000001,1.26236,1.26244,261,11,0
26,2024-02-19 09:40:00,1.26244,1.2625600000000001,1.26223,1.26227,242,11,0
27,2024-02-19 09:45:00,1.26227,1.26235,1.26192,1.26194,247,11,0
28,2024-02-19 09:50:00,1.26194,1.26227,1.26184,1.2619099999999999,204,11,0
29,2024-02-19 09:55:00,1.26192,1.26213,1.26182,1.2619500000000001,275,11,0
30,2024-02-19 10:00:00,1.26197,1.26261,1.2619500000000001,1.26242,331,11,0
31,2024-02-19 10:05:00,1.26244,1.26261,1.26215,1.26217,264,11,0
32,2024-02-19 10:10:00,1.26217,1.26248,1.26216,1.26245,211,11,0
33,2024-02-19 10:15:00,1.26247,1.2626,1.2623,1.26246,242,11,0
34,2024-02-19 10:20:00,1.26246,1.26247,1.26208,1.26238,263,11,0
35,2024-02-19 10:25:00,1.26239,1.26272,1.26239,1.26257,302,11,0
36,2024-02-19 10:30:00,1.26257,1.26262,1.26223,1.26237,313,11,0
37,2024-02-19 10:35:00,1.26237,1.2624,1.26206,1.26228,240,11,0
38,2024-02-19 10:40:00,1.26228,1.26236,1.26196,1.26205,208,11,0
39,2024-02-19 10:45:00,1.26205,1.26223,1.26202,1.26218,250,11,0
40,2024-02-19 10:50:00,1.26218,1.26227,1.26185,1.26185,195,11,0
41,2024-02-19 10:55:00,1.26185,1.26186,1.26133,1.26153,280,11,0
42,2024-02-19 11:00:00,1.26155,1.26226,1.26154,1.26219,329,11,0
43,2024-02-19 11:05:00,1.26219,1.26219,1.26147,1.26167,284,11,0
44,2024-02-19 11:10:00,1.26167,1.2618,1.26154,1.26154,236,11,0
45,2024-02-19 11:15:00,1.26155,1.26183,1.26142,1.26173,267,11,0
46,2024-02-19 11:20:00,1.26172,1.26203,1.26165,1.26182,245,11,0
47,2024-02-19 11:25:00,1.26181,1.26184,1.26154,1.2616100000000001,194,11,0
48,2024-02-19 11:30:00,1.26157,1.26167,1.26113,1.26125,309,11,0
49,2024-02-19 11:35:00,1.26124,1.26169,1.26116,1.2613400000000001,234,11,0
50,2024-02-19 11:40:00,1.2613400000000001,1.26149,1.26114,1.26119,162,11,0
51,2024-02-19 11:45:00,1.26119,1.26122,1.26065,1.26082,255,11,0
52,2024-02-19 11:50:00,1.26082,1.2610299999999999,1.26071,1.26083,226,11,0
53,2024-02-19 11:55:00,1.2608,1.26139,1.26079,1.26138,209,11,0
54,2024-02-19 12:00:00,1.2614,1.26149,1.26086,1.26091,293,11,0
55,2024-02-19 12:05:00,1.26092,1.26112,1.2607599999999999,1.26097,171,11,0
56,2024-02-19 12:10:00,1.26097,1.26119,1.26088,1.26116,192,11,0
57,2024-02-19 12:15:00,1.26114,1.26133,1.26094,1.2612700000000001,155,11,0
58,2024-02-19 12:20:00,1.26125,1.26155,1.26123,1.26144,164,11,0
59,2024-02-19 12:25:00,1.2614,1.2616,1.2614,1.26149,176,11,0
60,2024-02-19 12:30:00,1.26149,1.26174,1.26138,1.26173,232,11,0
61,2024-02-19 12:35:00,1.2617099999999999,1.26182,1.26136,1.26146,190,11,0
62,2024-02-19 12:40:00,1.26146,1.26151,1.26124,1.26136,230,11,0
63,2024-02-19 12:45:00,1.26136,1.2615,1.26133,1.2613699999999999,229,11,0
64,2024-02-19 12:50:00,1.26136,1.26163,1.26126,1.26152,178,11,0
65,2024-02-19 12:55:00,1.26152,1.2617099999999999,1.26147,1.26163,241,11,0
66,2024-02-19 13:00:00,1.26162,1.262,1.26149,1.26179,279,11,0
67,2024-02-19 13:05:00,1.26179,1.26202,1.26175,1.26189,188,11,0
68,2024-02-19 13:10:00,1.26189,1.26199,1.26175,1.26179,108,11,0
69,2024-02-19 13:15:00,1.2618,1.26207,1.26173,1.26192,134,11,0
70,2024-02-19 13:20:00,1.26187,1.2619799999999999,1.26174,1.2619500000000001,138,11,0
71,2024-02-19 13:25:00,1.26194,1.26206,1.26177,1.26194,189,11,0
72,2024-02-19 13:30:00,1.26196,1.26209,1.26172,1.26208,280,11,0
73,2024-02-19 13:35:00,1.26208,1.26212,1.2616800000000001,1.26178,169,11,0
74,2024-02-19 13:40:00,1.2618,1.26182,1.26155,1.26157,213,11,0
75,2024-02-19 13:45:00,1.26158,1.26166,1.26135,1.26139,264,11,0
76,2024-02-19 13:50:00,1.2614,1.26143,1.26124,1.26131,249,11,0
77,2024-02-19 13:55:00,1.2612999999999999,1.2613400000000001,1.2610299999999999,1.26104,290,11,0
78,2024-02-19 14:00:00,1.26104,1.26122,1.26083,1.2612,243,11,0
79,2024-02-19 14:05:00,1.26122,1.26132,1.26114,1.26121,175,11,0
80,2024-02-19 14:10:00,1.26121,1.2612999999999999,1.2610700000000001,1.2612999999999999,174,11,0
81,2024-02-19 14:15:00,1.2612999999999999,1.26142,1.26123,1.26139,165,11,0
82,2024-02-19 14:20:00,1.26139,1.26148,1.26125,1.26129,161,11,0
83,2024-02-19 14:25:00,1.26128,1.2612999999999999,1.26105,1.26126,158,11,0
84,2024-02-19 14:30:00,1.26126,1.26129,1.26095,1.26106,192,11,0
85,2024-02-19 14:35:00,1.26106,1.26111,1.26086,1.2609,168,11,0
86,2024-02-19 14:40:00,1.2609,1.2610299999999999,1.26086,1.26102,181,11,0
87,2024-02-19 14:45:00,1.26102,1.26111,1.26088,1.26099,123,11,0
88,2024-02-19 14:50:00,1.26099,1.26101,1.26087,1.26097,120,11,0
89,2024-02-19 14:55:00,1.26098,1.26102,1.26054,1.26067,256,11,0
90,2024-02-19 15:00:00,1.26067,1.26098,1.26065,1.26092,307,11,0
91,2024-02-19 15:05:00,1.26092,1.26119,1.26086,1.26111,237,11,0
92,2024-02-19 15:10:00,1.26111,1.26123,1.26095,1.26102,203,11,0
93,2024-02-19 15:15:00,1.26102,1.2610299999999999,1.26072,1.26072,135,11,0
94,2024-02-19 15:20:00,1.26071,1.26092,1.26067,1.26081,187,11,0
95,2024-02-19 15:25:00,1.26081,1.26081,1.26059,1.2606600000000001,136,11,0
96,2024-02-19 15:30:00,1.26065,1.26079,1.26057,1.26074,258,12,0
97,2024-02-19 15:35:00,1.26071,1.26071,1.26044,1.26048,175,12,0
98,2024-02-19 15:40:00,1.26048,1.26048,1.26023,1.26031,223,11,0
99,2024-02-19 15:45:00,1.26031,1.2603900000000001,1.25993,1.2600500000000001,236,11,0
100,2024-02-19 15:50:00,1.2600500000000001,1.2600799999999999,1.25974,1.25998,223,11,0
101,2024-02-19 15:55:00,1.25998,1.26001,1.25984,1.25989,153,11,0
102,2024-02-19 16:00:00,1.25989,1.25998,1.25955,1.25955,179,11,0
103,2024-02-19 16:05:00,1.25955,1.25982,1.2595399999999999,1.25982,242,11,0
104,2024-02-19 16:10:00,1.25982,1.25983,1.25957,1.2597800000000001,173,11,0
105,2024-02-19 16:15:00,1.2597800000000001,1.2598099999999999,1.25957,1.25979,99,11,0
106,2024-02-19 16:20:00,1.25979,1.2598799999999999,1.25966,1.25975,154,11,0
107,2024-02-19 16:25:00,1.25975,1.2598,1.25949,1.25972,187,11,0
108,2024-02-19 16:30:00,1.25971,1.25971,1.25912,1.25929,183,11,0
109,2024-02-19 16:35:00,1.25929,1.25929,1.25906,1.2591999999999999,185,11,0
110,2024-02-19 16:40:00,1.25921,1.2598099999999999,1.25921,1.25962,163,11,0
111,2024-02-19 16:45:00,1.25962,1.25962,1.25926,1.25929,189,11,0
112,2024-02-19 16:50:00,1.25929,1.25931,1.25926,1.25928,112,11,0
113,2024-02-19 16:55:00,1.25928,1.25942,1.25915,1.25938,138,11,0
114,2024-02-19 17:00:00,1.25938,1.25952,1.25916,1.2595100000000001,187,11,0
115,2024-02-19 17:05:00,1.2595100000000001,1.25952,1.25929,1.2595100000000001,197,11,0
116,2024-02-19 17:10:00,1.2595100000000001,1.25953,1.25922,1.25933,162,11,0
117,2024-02-19 17:15:00,1.25932,1.25965,1.25932,1.25956,203,11,0
118,2024-02-19 17:20:00,1.25956,1.25976,1.25955,1.25967,160,11,0
119,2024-02-19 17:25:00,1.25967,1.2597800000000001,1.25899,1.259,188,11,0
120,2024-02-19 17:30:00,1.259,1.25928,1.25898,1.25907,148,11,0
121,2024-02-19 17:35:00,1.25906,1.25912,1.25897,1.25901,173,11,0
122,2024-02-19 17:40:00,1.25901,1.25915,1.25895,1.25911,201,11,0
123,2024-02-19 17:45:00,1.2591,1.25927,1.25861,1.25868,202,11,0
124,2024-02-19 17:50:00,1.25867,1.25884,1.25836,1.25846,206,11,0
125,2024-02-19 17:55:00,1.25846,1.25872,1.25839,1.25869,214,11,0
126,2024-02-19 18:00:00,1.25868,1.25888,1.2585600000000001,1.2588,228,11,0
127,2024-02-19 18:05:00,1.25879,1.2588,1.25836,1.25858,190,11,0
128,2024-02-19 18:10:00,1.25858,1.25862,1.25844,1.2586,89,11,0
129,2024-02-19 18:15:00,1.2586,1.2588,1.25857,1.25879,123,11,0
130,2024-02-19 18:20:00,1.25879,1.2588,1.25869,1.25872,61,11,0
131,2024-02-19 18:25:00,1.25873,1.25873,1.2585,1.25851,80,11,0
132,2024-02-19 18:30:00,1.25851,1.25857,1.25846,1.2585,62,11,0
133,2024-02-19 18:35:00,1.2585,1.2585899999999999,1.25849,1.25858,65,11,0
134,2024-02-19 18:40:00,1.25858,1.25873,1.25857,1.25866,104,11,0
135,2024-02-19 18:45:00,1.25866,1.25866,1.25845,1.2586,59,11,0
136,2024-02-19 18:50:00,1.2586,1.25869,1.25851,1.25851,101,11,0
137,2024-02-19 18:55:00,1.25851,1.25853,1.25827,1.2584,116,11,0
138,2024-02-19 19:00:00,1.2584,1.25861,1.2582900000000001,1.25851,142,11,0
139,2024-02-19 19:05:00,1.25851,1.2588,1.25851,1.25872,134,11,0
140,2024-02-19 19:10:00,1.25871,1.2588,1.25868,1.25879,169,11,0
141,2024-02-19 19:15:00,1.2588,1.25881,1.25872,1.2588,98,11,0
142,2024-02-19 19:20:00,1.25879,1.25882,1.25876,1.25881,120,11,0
143,2024-02-19 19:25:00,1.25881,1.25913,1.25881,1.25912,76,10,0
144,2024-02-19 19:30:00,1.25912,1.2593,1.25911,1.2591999999999999,105,11,0
145,2024-02-19 19:35:00,1.2591999999999999,1.25923,1.25909,1.25911,90,11,0
146,2024-02-19 19:40:00,1.25912,1.2593,1.25908,1.25929,88,11,0
147,2024-02-19 19:45:00,1.25928,1.25931,1.25916,1.2593,100,11,0
148,2024-02-19 19:50:00,1.2593,1.25932,1.25912,1.25915,94,11,0
149,2024-02-19 19:55:00,1.25915,1.25918,1.259,1.25904,75,11,0
150,2024-02-19 20:00:00,1.25904,1.2591700000000001,1.2589299999999999,1.25915,60,11,0
151,2024-02-19 20:05:00,1.25914,1.25926,1.25908,1.25925,52,11,0
152,2024-02-19 20:10:00,1.25925,1.2594,1.25925,1.2594,75,11,0
153,2024-02-19 20:15:00,1.25938,1.25992,1.25938,1.25991,82,11,0
154,2024-02-19 20:20:00,1.2598500000000001,1.2599,1.2597,1.25973,43,11,0
155,2024-02-19 20:25:00,1.25973,1.25975,1.25969,1.25971,24,11,0
156,2024-02-19 20:30:00,1.25967,1.25971,1.25959,1.25959,33,11,0
157,2024-02-19 20:35:00,1.25959,1.25963,1.25958,1.25962,23,11,0
158,2024-02-19 20:40:00,1.25962,1.2597,1.25959,1.2597,31,11,0
159,2024-02-19 20:45:00,1.2597,1.2597,1.25959,1.25961,43,11,0
160,2024-02-19 20:50:00,1.25961,1.25964,1.25957,1.25961,43,11,0
161,2024-02-19 20:55:00,1.25961,1.25963,1.25958,1.25961,45,11,0
162,2024-02-19 21:00:00,1.25961,1.25964,1.2596,1.25963,21,11,0
163,2024-02-19 21:05:00,1.25963,1.2598500000000001,1.25962,1.25984,48,11,0
164,2024-02-19 21:10:00,1.25984,1.25992,1.2598,1.2598099999999999,64,11,0
165,2024-02-19 21:15:00,1.2598099999999999,1.25982,1.2597,1.25972,60,11,0
166,2024-02-19 21:20:00,1.25972,1.25973,1.25971,1.25971,52,11,0
167,2024-02-19 21:25:00,1.25971,1.25972,1.25966,1.25972,31,11,0
168,2024-02-19 21:30:00,1.2597,1.25972,1.25968,1.25968,19,11,0
169,2024-02-19 21:35:00,1.25968,1.25972,1.25968,1.2597,22,11,0
170,2024-02-19 21:40:00,1.2597,1.25973,1.25968,1.25972,28,12,0
171,2024-02-19 21:45:00,1.25972,1.25973,1.25969,1.25969,21,12,0
172,2024-02-19 21:50:00,1.25972,1.25972,1.25958,1.25959,23,12,0
173,2024-02-19 21:55:00,1.25959,1.25977,1.25958,1.25969,44,12,0
174,2024-02-19 22:00:00,1.25969,1.2597,1.25952,1.2596,66,12,0
175,2024-02-19 22:05:00,1.2596,1.25961,1.25955,1.25961,26,12,0
176,2024-02-19 22:10:00,1.25961,1.25963,1.25958,1.2596,31,12,0
177,2024-02-19 22:15:00,1.2596,1.25961,1.25959,1.2596,13,12,0
178,2024-02-19 22:20:00,1.2596,1.25963,1.25959,1.25959,12,12,0
179,2024-02-19 22:25:00,1.25959,1.25966,1.25958,1.2596,20,12,0
180,2024-02-19 22:30:00,1.2596,1.25961,1.25958,1.25959,15,12,0
181,2024-02-19 22:35:00,1.25959,1.2596,1.25953,1.25953,20,12,0
182,2024-02-19 22:40:00,1.25953,1.25961,1.25952,1.2596,21,12,0
183,2024-02-19 22:45:00,1.2596,1.25961,1.25956,1.25959,26,12,0
184,2024-02-19 22:50:00,1.25959,1.2598,1.25959,1.25979,42,12,0
185,2024-02-19 22:55:00,1.25979,1.2598099999999999,1.25968,1.25969,40,12,0
186,2024-02-19 23:00:00,1.25969,1.25977,1.25964,1.25977,42,12,0
187,2024-02-19 23:05:00,1.25977,1.2598,1.25974,1.2597800000000001,40,12,0
188,2024-02-19 23:10:00,1.2597800000000001,1.2597800000000001,1.25967,1.25967,18,12,0
189,2024-02-19 23:15:00,1.25963,1.25969,1.25962,1.25965,33,12,0
190,2024-02-19 23:20:00,1.25965,1.25984,1.25965,1.2598099999999999,32,12,0
191,2024-02-19 23:25:00,1.25984,1.25986,1.25976,1.25983,38,12,0
192,2024-02-19 23:30:00,1.25984,1.26003,1.25983,1.25987,60,12,0
193,2024-02-19 23:35:00,1.25987,1.25991,1.25983,1.2598500000000001,22,10,0
194,2024-02-19 23:40:00,1.25984,1.25986,1.25982,1.2598500000000001,19,12,0
195,2024-02-19 23:45:00,1.25987,1.25987,1.25965,1.25966,65,12,0
196,2024-02-19 23:50:00,1.2597,1.2598,1.25966,1.2597800000000001,81,12,0
197,2024-02-19 23:55:00,1.2597800000000001,1.2597800000000001,1.25953,1.25955,28,13,0
198,2024-02-20 00:00:00,1.25792,1.25884,1.25792,1.25855,22,81,0
199,2024-02-20 00:05:00,1.25855,1.25874,1.25827,1.25851,38,135,0
200,2024-02-20 00:10:00,1.25851,1.25897,1.2585,1.25889,34,79,0
201,2024-02-20 00:15:00,1.25872,1.25907,1.25861,1.25907,35,71,0
202,2024-02-20 00:20:00,1.25907,1.25919,1.25878,1.25896,33,68,0
203,2024-02-20 00:25:00,1.25896,1.25928,1.2589000000000001,1.25909,31,68,0
204,2024-02-20 00:30:00,1.25909,1.2594699999999999,1.25873,1.25913,70,23,0
205,2024-02-20 00:35:00,1.25915,1.25946,1.259,1.25915,123,56,0
206,2024-02-20 00:40:00,1.25912,1.25933,1.25899,1.25907,117,69,0
207,2024-02-20 00:45:00,1.25901,1.25945,1.259,1.25934,79,46,0
208,2024-02-20 00:50:00,1.25934,1.25955,1.25894,1.25918,171,14,0
209,2024-02-20 00:55:00,1.2591999999999999,1.2595399999999999,1.2591999999999999,1.25935,113,26,0
210,2024-02-20 01:00:00,1.25928,1.25953,1.25907,1.25931,333,17,0
211,2024-02-20 01:05:00,1.25931,1.25935,1.25915,1.2592400000000001,74,12,0
212,2024-02-20 01:10:00,1.2592400000000001,1.2592400000000001,1.2589000000000001,1.25911,59,12,0
213,2024-02-20 01:15:00,1.2591,1.25925,1.25895,1.25898,46,11,0
214,2024-02-20 01:20:00,1.25898,1.25898,1.25882,1.25888,67,15,0
215,2024-02-20 01:25:00,1.25888,1.25891,1.25872,1.25872,49,13,0
216,2024-02-20 01:30:00,1.25872,1.25874,1.25867,1.25872,87,12,0
217,2024-02-20 01:35:00,1.25872,1.25875,1.25867,1.25869,81,12,0
218,2024-02-20 01:40:00,1.25869,1.25873,1.25867,1.25869,90,12,0
219,2024-02-20 01:45:00,1.25869,1.25872,1.25846,1.25851,97,13,0
220,2024-02-20 01:50:00,1.2585,1.2586300000000001,1.25848,1.25861,115,13,0
221,2024-02-20 01:55:00,1.25861,1.2587,1.2586,1.25869,55,12,0
222,2024-02-20 02:00:00,1.2587,1.259,1.25865,1.25871,117,11,0
223,2024-02-20 02:05:00,1.25871,1.2588300000000001,1.25852,1.25873,155,12,0
224,2024-02-20 02:10:00,1.25873,1.2588599999999999,1.2587,1.25872,133,11,0
225,2024-02-20 02:15:00,1.25871,1.2589299999999999,1.2587,1.25882,155,11,0
226,2024-02-20 02:20:00,1.25881,1.25881,1.25847,1.25852,208,14,0
227,2024-02-20 02:25:00,1.25854,1.25891,1.25853,1.25888,167,11,0
228,2024-02-20 02:30:00,1.25889,1.2591,1.2587,1.25871,153,16,0
229,2024-02-20 02:35:00,1.25871,1.25874,1.25855,1.2585899999999999,130,12,0
230,2024-02-20 02:40:00,1.2585899999999999,1.2586300000000001,1.25845,1.2585600000000001,161,11,0
231,2024-02-20 02:45:00,1.25854,1.25865,1.25841,1.25848,236,14,0
232,2024-02-20 02:50:00,1.25848,1.25866,1.25843,1.25864,240,12,0
233,2024-02-20 02:55:00,1.2586300000000001,1.25879,1.25861,1.2587,190,11,0
234,2024-02-20 03:00:00,1.2587,1.25876,1.2583,1.25836,170,11,0
235,2024-02-20 03:05:00,1.25837,1.25837,1.25813,1.25819,172,11,0
236,2024-02-20 03:10:00,1.25818,1.2583199999999999,1.25807,1.25811,153,11,0
237,2024-02-20 03:15:00,1.25811,1.25857,1.25805,1.25851,307,12,0
238,2024-02-20 03:20:00,1.25851,1.2589299999999999,1.2585,1.25858,267,12,0
239,2024-02-20 03:25:00,1.25858,1.25889,1.2585600000000001,1.25887,351,11,0
240,2024-02-20 03:30:00,1.25887,1.25887,1.2585,1.25858,368,11,0
241,2024-02-20 03:35:00,1.25858,1.25921,1.25857,1.25885,317,11,0
242,2024-02-20 03:40:00,1.25885,1.25885,1.25857,1.25862,253,13,0
243,2024-02-20 03:45:00,1.25864,1.25867,1.25838,1.2585600000000001,210,14,0
244,2024-02-20 03:50:00,1.25853,1.2586,1.25837,1.2585899999999999,198,13,0
245,2024-02-20 03:55:00,1.2585899999999999,1.25861,1.25833,1.25834,174,11,0
246,2024-02-20 04:00:00,1.25834,1.25836,1.2579500000000001,1.25807,249,12,0
247,2024-02-20 04:05:00,1.25807,1.25812,1.25796,1.25809,182,11,0
248,2024-02-20 04:10:00,1.25809,1.25833,1.25808,1.2582900000000001,165,11,0
249,2024-02-20 04:15:00,1.2583,1.25834,1.25815,1.25826,158,11,0
250,2024-02-20 04:20:00,1.25826,1.25852,1.25821,1.25842,139,11,0
251,2024-02-20 04:25:00,1.25842,1.25861,1.2584,1.25857,130,11,0
252,2024-02-20 04:30:00,1.25857,1.25862,1.25842,1.2585,140,11,0
253,2024-02-20 04:35:00,1.25849,1.2585899999999999,1.25831,1.25843,112,11,0
254,2024-02-20 04:40:00,1.25841,1.25841,1.25826,1.25837,87,12,0
255,2024-02-20 04:45:00,1.25837,1.25838,1.2579799999999999,1.25821,143,12,0
256,2024-02-20 04:50:00,1.2582,1.2584,1.25819,1.25819,113,13,0
257,2024-02-20 04:55:00,1.25817,1.25837,1.25817,1.2583,179,12,0
258,2024-02-20 05:00:00,1.25831,1.25838,1.25818,1.25828,178,13,0
259,2024-02-20 05:05:00,1.25828,1.25849,1.2582,1.25841,111,11,0
260,2024-02-20 05:10:00,1.2584,1.25844,1.2582499999999999,1.25834,162,11,0
261,2024-02-20 05:15:00,1.25834,1.25843,1.2583,1.25841,149,11,0
262,2024-02-20 05:20:00,1.25841,1.25842,1.25827,1.2583,184,11,0
263,2024-02-20 05:25:00,1.25831,1.25851,1.2583,1.25851,81,11,0
264,2024-02-20 05:30:00,1.25852,1.25861,1.25839,1.25857,160,11,0
265,2024-02-20 05:35:00,1.25857,1.25864,1.25845,1.25852,158,12,0
266,2024-02-20 05:40:00,1.25852,1.25854,1.2583199999999999,1.25843,198,11,0
267,2024-02-20 05:45:00,1.25841,1.25842,1.25821,1.25824,78,11,0
268,2024-02-20 05:50:00,1.2582200000000001,1.25854,1.25821,1.25854,81,11,0
269,2024-02-20 05:55:00,1.25853,1.25855,1.2584,1.25844,61,11,0
270,2024-02-20 06:00:00,1.25844,1.25846,1.25837,1.25844,46,11,0
271,2024-02-20 06:05:00,1.25844,1.25858,1.25839,1.25841,49,10,0
272,2024-02-20 06:10:00,1.25842,1.25865,1.2584,1.2586300000000001,74,11,0
273,2024-02-20 06:15:00,1.25864,1.2588,1.2585899999999999,1.25874,126,11,0
274,2024-02-20 06:20:00,1.25873,1.25874,1.25854,1.25861,102,11,0
275,2024-02-20 06:25:00,1.25861,1.25876,1.2586,1.25876,150,11,0
276,2024-02-20 06:30:00,1.25876,1.25885,1.2586300000000001,1.2587,95,11,0
277,2024-02-20 06:35:00,1.2587,1.25876,1.25869,1.25872,72,11,0
278,2024-02-20 06:40:00,1.25871,1.25872,1.25852,1.25858,65,11,0
279,2024-02-20 06:45:00,1.25858,1.25864,1.25852,1.25857,38,11,0
280,2024-02-20 06:50:00,1.25855,1.2586300000000001,1.25849,1.25862,42,11,0
281,2024-02-20 06:55:00,1.25862,1.25862,1.25849,1.2585600000000001,83,11,0
282,2024-02-20 07:00:00,1.2585600000000001,1.25861,1.25844,1.25852,97,11,0
283,2024-02-20 07:05:00,1.25852,1.25862,1.25848,1.25855,81,11,0
284,2024-02-20 07:10:00,1.25855,1.25858,1.25842,1.25847,175,12,0
285,2024-02-20 07:15:00,1.25848,1.25853,1.25845,1.25853,45,11,0
286,2024-02-20 07:20:00,1.25853,1.25853,1.2584,1.25841,61,11,0
287,2024-02-20 07:25:00,1.25841,1.2585,1.2582,1.25827,83,11,0
288,2024-02-20 07:30:00,1.25828,1.25834,1.25808,1.25812,120,11,0
289,2024-02-20 07:35:00,1.25812,1.25812,1.25785,1.2579799999999999,138,11,0
290,2024-02-20 07:40:00,1.2579799999999999,1.25813,1.2579500000000001,1.25799,107,11,0
291,2024-02-20 07:45:00,1.25799,1.25812,1.25797,1.25804,121,11,0
292,2024-02-20 07:50:00,1.25804,1.25805,1.25782,1.25797,104,11,0
293,2024-02-20 07:55:00,1.25797,1.25817,1.25797,1.25811,147,11,0
294,2024-02-20 08:00:00,1.25811,1.25815,1.25808,1.25811,132,11,0
295,2024-02-20 08:05:00,1.25808,1.25815,1.258,1.25815,115,11,0
296,2024-02-20 08:10:00,1.25815,1.25848,1.25814,1.25844,214,11,0
297,2024-02-20 08:15:00,1.25843,1.25871,1.25843,1.25867,214,11,0
298,2024-02-20 08:20:00,1.25868,1.25873,1.2585899999999999,1.25861,113,11,0
299,2024-02-20 08:25:00,1.25861,1.25881,1.25857,1.25875,146,11,0
300,2024-02-20 08:30:00,1.25876,1.25881,1.25848,1.25849,128,11,0
301,2024-02-20 08:35:00,1.25849,1.25874,1.25849,1.25872,74,11,0
302,2024-02-20 08:40:00,1.25872,1.25876,1.25858,1.25871,105,11,0
303,2024-02-20 08:45:00,1.25871,1.25875,1.25846,1.25854,87,11,0
304,2024-02-20 08:50:00,1.25855,1.25866,1.25845,1.25858,175,11,0
305,2024-02-20 08:55:00,1.25858,1.25865,1.25849,1.2586300000000001,86,11,0
306,2024-02-20 09:00:00,1.25865,1.2591700000000001,1.2586300000000001,1.25898,326,11,0
307,2024-02-20 09:05:00,1.25899,1.25908,1.2588599999999999,1.2589299999999999,230,11,0
308,2024-02-20 09:10:00,1.25892,1.25912,1.25887,1.25904,249,11,0
309,2024-02-20 09:15:00,1.25903,1.2592400000000001,1.25902,1.25921,284,11,0
310,2024-02-20 09:20:00,1.25921,1.25934,1.25905,1.25906,237,11,0
311,2024-02-20 09:25:00,1.25907,1.25918,1.259,1.2591700000000001,64,11,0
